o@id,o@url,o@price,o@avail,o@set,o@weight,o@basket,o@stock,o_cat,o_name,o_desc,o_imgs_main@url,o_attrs_a@name,o_attrs_a
8,https://konopnysklep.com.pl/kosmetyki/capillus-szampon-przeciwlupiezowy.html,44,1,0,0,1,856,Kosmetyki konopne,Capillus szampon przeciwłupieżowy,Capillus szampon przeciwłupieżowy pojemność 150ml,https://konopnysklep.com.pl/24-large_default/capillus-szampon-przeciwlupiezowy.jpg,Producent,Cannaderm
17,https://konopnysklep.com.pl/kosmetyki/konopka-masc.html,42,1,0,0,1,271,Kosmetyki konopne,"Konopka maść do skóry suchej, popękanej, łuszczącej się i z AZS","Konopka maść 75g - do codziennej pielęgnacji skóry suchej, popękanej, łuszczącej się i z AZS.",https://konopnysklep.com.pl/614-large_default/konopka-masc.jpg,Producent,Cannaderm
19,https://konopnysklep.com.pl/olej-cbd/olejek-4-cbd-30ml.html,269,1,0,0,1,894,Olej CBD,Olej CBD konopny 15% CBD 10ML 1500mg + oliwa z oliwek,"OLEJEK 15% CBD 10ML

Olej jest jednym z najczystszych i najsilniejszych organicznych olejów CBD dostępnych w Europie, zawartość CBD wynosi 15%. Produkowany jest z najwyższej jakości legalnych i ekologicznych konopi przemysłowych. Zawiera śladowe ilości THC(około 0,173%), dlatego też nie jest psychoaktywny.

Oryginalny i certyfikowany preparat.",https://konopnysklep.com.pl/3651-large_default/olejek-4-cbd-30ml.jpg,Zawartość CBDA | Zawartość CBD | Producent,Nie | 15% | Konopnysklep
21,https://konopnysklep.com.pl/olej-cbd/olejek-konopny-3-cbd-10ml.html,89,1,0,0,1,36,Olej CBD,Olej CBD konopny 3% CBD 10ML,"OLEJEK KONOPNY 3% CBD 10ML

Zawartość CBD wynosi 3%(300mg), pojemność butelki 10ml.

Krople CBD Endoca to najczystsze i najsilniejsze organiczne olejki CBD na świecie. Ekstrakcja CO2 gwarantuje najwyższą i nieskazitelną jakość produktu.

Oryginalny i certyfikowany preparat.",https://konopnysklep.com.pl/2291-large_default/olejek-konopny-3-cbd-10ml.jpg,Zawartość CBDA | Zawartość CBD | Producent,Nie | 3% | Endoca
22,https://konopnysklep.com.pl/olej-cbd/olejek-konopny-raw-3-cbdcbda-10ml.html,89,1,0,0,1,89,Olej CBD,Olej CBD konopny RAW 3% CBD+CBDA 10ML,"OLEJEK KONOPNY RAW 3% CBD+CBDA 10ML

Krople CBD Endoca to najczystsze i najsilniejsze organiczne olejki CBD na świecie. Ekstrakcja CO2 gwarantuje najwyższą i nieskazitelną jakość produktu.

Oryginalny i certyfikowany preparat.",https://konopnysklep.com.pl/2294-large_default/olejek-konopny-raw-3-cbdcbda-10ml.jpg,Zawartość CBDA | Zawartość CBD | Producent,Tak | 3% | Endoca
23,https://konopnysklep.com.pl/olej-cbd/olejek-konopny-15-cbd-10ml.html,399,1,0,0,1,105,Olej CBD,Olej CBD konopny 15% CBD 10ML,"OLEJEK KONOPNY 15% CBD 10ML

Zawartość CBD wynosi 15%(1500mg), pojemność butelki 10ml.

Krople CBD Endoca to najczystsze i najsilniejsze organiczne olejki CBD na świecie. Ekstrakcja CO2 gwarantuje najwyższą i nieskazitelną jakość produktu.

Oryginalny i certyfikowany preparat.",https://konopnysklep.com.pl/2304-large_default/olejek-konopny-15-cbd-10ml.jpg,Zawartość CBDA | Zawartość CBD | Producent,Nie | 15% | Endoca
24,https://konopnysklep.com.pl/olej-cbd/olejek-konopny-raw-15-cbdcbda.html,359.1,1,0,0,1,66,Olej CBD,Olej CBD konopny RAW 15% CBD+CBDA,"OLEJEK KONOPNY RAW 15% CBD+CBDA

Krople CBD Endoca to najczystsze i najsilniejsze organiczne olejki CBD na świecie. Ekstrakcja CO2 gwarantuje najwyższą i nieskazitelną jakość produktu.

Oryginalny i certyfikowany preparat.",https://konopnysklep.com.pl/2297-large_default/olejek-konopny-raw-15-cbdcbda.jpg,Zawartość CBDA | Zawartość CBD | Producent,Tak | 15% | Endoca
25,https://konopnysklep.com.pl/olej-cbd/pasta-konopna-20-cbd-10g.html,599,1,0,0,1,939,Olej CBD,PASTA KONOPNA 20% CBD 10G,"PASTA KONOPNA 20% CBD 10G

Pasta CBD to bardzo czysty i organiczny olej CBD. Ekstrakcja za pomocą CO2 gwarantuje najwyższą i nieskazitelną jakość produktu.

Produkty firmy Endoca to najczystsze i najsilniejsze organiczne olejki CBD na świecie.

Oryginalny i certyfikowany preparat.",https://konopnysklep.com.pl/847-large_default/pasta-konopna-20-cbd-10g.jpg,Zawartość CBDA | Zawartość CBD | Producent,Nie | 20% | Endoca
26,https://konopnysklep.com.pl/olej-cbd/pasta-konopna-raw-20-cbdcbda-10g.html,599,1,0,0,1,822,Olej CBD,PASTA KONOPNA RAW 20% CBD+CBDA 10G,"PASTA KONOPNA RAW 20% CBD+CBDA 10G

Pasta CBD to bardzo czysty i organiczny olej CBD. Ekstrakcja za pomocą CO2 gwarantuje najwyższą i nieskazitelną jakość produktu.

Produkty firmy Endoca to najczystsze i najsilniejsze organiczne olejki CBD na świecie.

Oryginalny i certyfikowany preparat.",https://konopnysklep.com.pl/850-large_default/pasta-konopna-raw-20-cbdcbda-10g.jpg,Zawartość CBDA | Zawartość CBD | Producent,Tak | 20% | Endoca
28,https://konopnysklep.com.pl/olej-cbd/pasta-konopna-raw-30-cbdcbda-10g.html,849,1,0,0,1,711,Olej CBD,PASTA KONOPNA RAW 30% CBD+CBDA 10G,"PASTA KONOPNA RAW 30% CBD+CBDA 10G

Pasta CBD to bardzo czysty i organiczny olej CBD. Ekstrakcja za pomocą CO2 gwarantuje najwyższą i nieskazitelną jakość produktu.

Produkty firmy Endoca to najczystsze i najsilniejsze organiczne olejki CBD na świecie.

Oryginalny i certyfikowany preparat.",https://konopnysklep.com.pl/852-large_default/pasta-konopna-raw-30-cbdcbda-10g.jpg,Zawartość CBDA | Zawartość CBD | Producent,Tak | 30% | Endoca
60,https://konopnysklep.com.pl/kosmetyki/aknea-krem-przeciwtradzikowy.html,42,1,0,0,1,705,Kosmetyki konopne,Aknea Krem przeciwtrądzikowy,Krem do codziennej pielęgnacji skóry z trądzikiem lub nadmiernie tłustej. Działa przeciwbakteryjnie i wygładza powierzchnię skóry. 75g,https://konopnysklep.com.pl/606-large_default/aknea-krem-przeciwtradzikowy.jpg,Producent,Cannaderm
61,https://konopnysklep.com.pl/kosmetyki/atopos-krem-na-azs-i-luszczyce.html,44.5,1,0,0,1,24,Kosmetyki konopne,Atopos krem na  AZS I ŁUSZCZYCĘ,"Atopos - krem przeznaczony dla skóry suchej, z atopowym zapaleniem skóry i łuszczycą. 75g",https://konopnysklep.com.pl/610-large_default/atopos-krem-na-azs-i-luszczyce.jpg,Producent,Cannaderm
62,https://konopnysklep.com.pl/kosmetyki/exema-lagodzacy-krem-z-obnizonym-ph-47.html,36,1,0,0,1,12,Kosmetyki konopne,"Exema łagodzący krem Z OBNIŻONYM pH 4,7","Exema - preparat do miejscowego leczenia swędzącej skóry, przy wyprysku, pokrzywce. 50g",https://konopnysklep.com.pl/613-large_default/exema-lagodzacy-krem-z-obnizonym-ph-47.jpg,Producent,Cannaderm
63,https://konopnysklep.com.pl/kosmetyki/regenerance-krem-regenerujacy.html,39,1,0,0,1,780,Kosmetyki konopne,REGENERANCE krem regenerujący,"REGENERANCE - do codziennej pielęgnacji skóry bardzo wrażliwej i suchej, po urazach, poparzeniach. 75 g",https://konopnysklep.com.pl/617-large_default/regenerance-krem-regenerujacy.jpg,Producent,Cannaderm
64,https://konopnysklep.com.pl/kosmetyki/venosil-zel-do-nog-na-zylaki-i-opuchniecia.html,37,1,0,0,1,429,Kosmetyki konopne,Venosil Żel do nóg na żylaki i opuchnięcia,"Venosil - Żel na „ciężkie nogi”, żylaki i obrzęki. 100ml",https://konopnysklep.com.pl/622-large_default/venosil-zel-do-nog-na-zylaki-i-opuchniecia.jpg,Producent,Cannaderm
65,https://konopnysklep.com.pl/kosmetyki/mentholka-zel-na-bole-miesniowe-i-stawowe.html,38,1,0,0,1,161,Kosmetyki konopne,Mentholka Żel na bóle mięśniowe i stawowe 200ml - chłodzący żel,Mentholka Żel - produkt niwelujący ból kręgosłupa i stawów. 200ml,https://konopnysklep.com.pl/618-large_default/mentholka-zel-na-bole-miesniowe-i-stawowe.jpg,Producent,Cannaderm
66,https://konopnysklep.com.pl/kosmetyki/capillus-szampon-z-kofeina.html,44,1,0,0,1,686,Kosmetyki konopne,Capillus szampon z kofeiną,Capillus -  szampon z kofeiną jest przeznaczony do mycia włosów i skutecznej pielęgnacji skóry głowy z problemem nadmiernego wypadania włosów. 150ml,https://konopnysklep.com.pl/624-large_default/capillus-szampon-z-kofeina.jpg,Producent,Cannaderm
81,https://konopnysklep.com.pl/olej-cbd/olejek-10-cbd-naturalny-co2-10ml.html,229.9,1,0,0,1,825,Olej CBD,Olej CBD konopny 10% CBD NATURALNY CO2 10ML,"OLEJEK 10% CBD NATURALNY CO2 10ML z ekstrakcji CO2 firmy Medihemp Austria

Olejek uzyskany nową metodą ekstrakcji CO2 tylko z certyfikowanych kwiatów konopi siewnej.

Certyfikat AT-BIO-300

10ml 10% zawiera: CBD 8,02%, CBDa 2,7% - 1000mg CBD/CBDa",https://konopnysklep.com.pl/3411-large_default/olejek-10-cbd-naturalny-co2-10ml.jpg,Zawartość CBDA | Zawartość CBD | Producent,Tak | MEDIHEMP
82,https://konopnysklep.com.pl/olej-cbd/olejek-10-cbd-naturalny-co2-30ml.html,579.9,1,0,0,1,826,Olej CBD,Olej CBD konopny 10% CBD NATURALNY CO2 30ML,"OLEJEK 10% CBD NATURALNY CO2 30ML z ekstrakcji CO2 firmy Medihemp Austria

Olejek uzyskany nową metodą ekstrakcji CO2 tylko z certyfikowanych kwiatów konopi siewnej.

Certyfikat AT-BIO-300

30ml 10% zawiera: CBD 8,02%, CBDa 2,7% - 3000mg CBD/CBDa",https://konopnysklep.com.pl/3410-large_default/olejek-10-cbd-naturalny-co2-30ml.jpg,Zawartość CBDA | Zawartość CBD | Producent,Tak | MEDIHEMP
97,https://konopnysklep.com.pl/zywnosc/czekolada-gorzka-z-ziarnem-konopi-80g.html,15,1,0,0,1,8,Żywność konopna,Czekolada gorzka Mary & Juana,Czekolada gorzka z ziarnem konopi 80g,https://konopnysklep.com.pl/259-large_default/czekolada-gorzka-z-ziarnem-konopi-80g.jpg,,
104,https://konopnysklep.com.pl/olej-cbd/kapsulki-konopne-raw-15-cbdcbda-1500mg.html,399,1,0,0,1,796,Olej CBD,KAPSUŁKI KONOPNE RAW 15% CBD+CBDA 1500MG,"1 opakowanie surowego olejku konopnego w kapsułkach zawiera 1-5% CBD i 10-14%CBDa, łącznie 1500mg(15%) CBD+CBDa",https://konopnysklep.com.pl/2310-large_default/kapsulki-konopne-raw-15-cbdcbda-1500mg.jpg,Zawartość CBDA | Zawartość CBD | Producent,TAK | Endoca
106,https://konopnysklep.com.pl/olej-cbd/czopki-cbd-50mg-cbd.html,169,1,0,0,1,483,Olej CBD,Czopki CBD 500mg,Czopki CBD Endoca 10szt. Zawartość CBD w czopku - 50mg CBD.,https://konopnysklep.com.pl/4047-large_default/czopki-cbd-50mg-cbd.jpg,Zawartość CBDA | Zawartość CBD | Producent,Nie | Tak | Endoca
117,https://konopnysklep.com.pl/kosmetyki/thermolka-rozgrzewajacy-zel.html,38,1,0,0,1,84,Kosmetyki konopne,Thermolka rozgrzewający żel przeciwbólowy,Thermolka rozgrzewający żel rozgrzewający na bóle mięśniowe i stawowe,https://konopnysklep.com.pl/620-large_default/thermolka-rozgrzewajacy-zel.jpg,Producent,Cannaderm
130,https://konopnysklep.com.pl/zywnosc/czekolada-mleczna-mary-juana.html,15,1,0,0,1,15,Żywność konopna,Czekolada mleczna Mary & Juana,Czekolada mleczna z ziarnem konopi 80g,https://konopnysklep.com.pl/260-large_default/czekolada-mleczna-mary-juana.jpg,,
135,https://konopnysklep.com.pl/olej-cbd/olejek-konopny-5-cbd-10ml.html,109,1,0,0,1,729,Olej CBD,Olej CBD konopny 5% CBD 10ml,"Olej CBD 5% 10ml - 500 MG

Pełna gama kannabinoidów śladowych: CBDA, CBN, CBC, CBG, CBGA, THC+THCA&lt;0,2%, oraz terpenoidy i flawonoidy.

Oryginalny i certyfikowany produkt.",https://konopnysklep.com.pl/881-large_default/olejek-konopny-5-cbd-10ml.jpg,,
136,https://konopnysklep.com.pl/olej-cbd/olejek-konopny-5-cbd-30ml.html,289,1,0,0,1,919,Olej CBD,Olej CBD konopny 5% CBD 30ml,"Olej CBD z konopi 5% - 1500 MG

Pełna gama kannabinoidów śladowych: CBDA, CBN, CBC, CBG, CBGA, THC+THCA&lt;0,2%, oraz terpenoidy i flawonoidy.

Oryginalny i certyfikowany produkt.",https://konopnysklep.com.pl/882-large_default/olejek-konopny-5-cbd-30ml.jpg,,
137,https://konopnysklep.com.pl/olej-cbd/olejek-konopny-5-cbd-50ml.html,499,1,0,0,1,986,Olej CBD,Olejek Konopny 5% CBD 50ml,"Olej CBD z konopi 5% - 2500 MG

Pełna gama kannabinoidów śladowych: CBDA, CBN, CBC, CBG, CBGA, THC+THCA&lt;0,2%, oraz terpenoidy i flawonoidy.

Oryginalny i certyfikowany produkt.",https://konopnysklep.com.pl/885-large_default/olejek-konopny-5-cbd-50ml.jpg,,
141,https://konopnysklep.com.pl/kosmetyki/cannadent-serum-regeneracyjne.html,35,1,0,0,1,918,Kosmetyki konopne,Cannadent Serum regeneracyjne 5ml - na pleśniawki i opryszczkę,Cannadent Serum regeneracyjne na pleśniawki i opryszczkę 5ml,https://konopnysklep.com.pl/616-large_default/cannadent-serum-regeneracyjne.jpg,Producent,Cannaderm
147,https://konopnysklep.com.pl/olej-cbd/olej-z-konopi-10-cbdcbda-10ml.html,239,1,0,0,1,742,Olej CBD,Olej CBD konopny 10% CBD+CBDA 10ml,"Olej 10 % CBD+CBDa 10ml - 1000 MG

Pełna gama kannabinoidów śladowych: CBDA, CBN, CBC, CBG, CBGA, THC+THCA&lt;0,2%, oraz terpenoidy i flawonoidy.

Oryginalny i certyfikowany produkt",https://konopnysklep.com.pl/887-large_default/olej-z-konopi-10-cbdcbda-10ml.jpg,,
148,https://konopnysklep.com.pl/olej-cbd/olej-z-konopi-10-cbdcbda-30ml.html,649,1,0,0,1,5,Olej CBD,Olej CBD konopny 10% CBD+CBDA 30ml,"Olej 10 % CBD+CBDa 30ml - 3000 MG

Pełna gama kannabinoidów śladowych: CBDA, CBN, CBC, CBG, CBGA, THC+THCA&lt;0,2%, oraz terpenoidy i flawonoidy.

Oryginalny i certyfikowany produkt",https://konopnysklep.com.pl/888-large_default/olej-z-konopi-10-cbdcbda-30ml.jpg,,
151,https://konopnysklep.com.pl/kosmetyki/mentholka-extra-zel-na-bole-miesni-i-stawow.html,42,1,0,0,1,189,Kosmetyki konopne,MENTHOLKA EXTRA żel na bóle mięśni i stawów,"Mentholka EXTRA - Żel chłodzący o wzmocnionym działaniu, z większą zawartością oleju konopnego",https://konopnysklep.com.pl/619-large_default/mentholka-extra-zel-na-bole-miesni-i-stawow.jpg,Producent,Cannaderm
164,https://konopnysklep.com.pl/kosmetyki/intime-emulsja-do-higieny-intymnej.html,42,1,0,0,1,926,Kosmetyki konopne,INTIME emulsja do higieny intymnej,INTIME emulsja do higieny intymnej,https://konopnysklep.com.pl/627-large_default/intime-emulsja-do-higieny-intymnej.jpg,Producent,Cannaderm
165,https://konopnysklep.com.pl/kosmetyki/mycosin-serum-przeciwgrzybicze.html,39,1,0,0,1,861,Kosmetyki konopne,MYCOSIN serum przeciwgrzybicze,MYCOSIN serum przeciwgrzybicze,https://konopnysklep.com.pl/2707-large_default/mycosin-serum-przeciwgrzybicze.jpg,Producent,Cannaderm
166,https://konopnysklep.com.pl/kosmetyki/capillus-serum-z-kofeina-wypadanie-wlosow-.html,54,1,0,0,1,18,Kosmetyki konopne,CAPILLUS serum z kofeiną - wypadanie włosów,CAPILLUS serum z kofeiną - wypadanie włosów,https://konopnysklep.com.pl/4541-large_default/capillus-serum-z-kofeina-wypadanie-wlosow-.jpg,Producent,Cannaderm
167,https://konopnysklep.com.pl/kosmetyki/aknea-serum-przeciwtradzikowe.html,38,1,0,0,1,12,Kosmetyki konopne,AKNEA serum przeciwtrądzikowe,AKNEA serum przeciwtrądzikowe,https://konopnysklep.com.pl/608-large_default/aknea-serum-przeciwtradzikowe.jpg,Producent,Cannaderm
169,https://konopnysklep.com.pl/kosmetyki/thermolka-extra-zel-na-bole-miesni-i-stawow.html,42,1,0,0,1,164,Kosmetyki konopne,THERMOLKA EXTRA żel na bóle mięśni i stawów,THERMOLKA EXTRA żel na bóle mięśni i stawów,https://konopnysklep.com.pl/621-large_default/thermolka-extra-zel-na-bole-miesni-i-stawow.jpg,Producent,Cannaderm
171,https://konopnysklep.com.pl/kosmetyki/cannadent-pasta-do-zebow.html,32,1,0,0,1,17,Kosmetyki konopne,Cannadent pasta do zębów,Cannadent pasta do zębów,https://konopnysklep.com.pl/615-large_default/cannadent-pasta-do-zebow.jpg,Producent,Cannaderm
173,https://konopnysklep.com.pl/olej-cbd/olejek-10-cbd-10ml-cibdol.html,179,1,0,0,1,726,Olej CBD,Olej CBD konopny 10% CBD 10ML 1000mg + oliwa z oliwek,"OLEJEK 10% CBD 10ML

Olej CBD jest jednym z najczystszych i najsilniejszych organicznych olejów CBD dostępnych w Europie, zawartość CBD wynosi 10%. Produkowany jest z najwyższej jakości legalnych i ekologicznych konopi przemysłowych. Zawiera śladowe ilości THC(około 0,173%), dlatego też nie jest psychoaktywny.

Oryginalny i certyfikowany preparat.",https://konopnysklep.com.pl/3643-large_default/olejek-10-cbd-10ml-cibdol.jpg,Zawartość CBDA | Zawartość CBD | Producent,Nie | 10% | Konopnysklep
174,https://konopnysklep.com.pl/olej-cbd/olejek-10-cbd-30ml-cibdol.html,870,1,0,0,1,946,Olej CBD,Olej CBD konopny 10% CBD 30ML CIBDOL,"OLEJEK 10% CBD 30ML

Olej CBD Cibdol jest jednym z najczystszych i najsilniejszych organicznych olejów CBD dostępnych w Europie, zawartość CBD wynosi 10%. Produkowany jest z najwyższej jakości legalnych i ekologicznych konopi przemysłowych. Zawiera śladowe ilości THC(około 0,173%), dlatego też nie jest psychoaktywny.

Oryginalny i certyfikowany preparat.",https://konopnysklep.com.pl/862-large_default/olejek-10-cbd-30ml-cibdol.jpg,Zawartość CBDA | Zawartość CBD | Producent,Nie | 10% | Cibdol
175,https://konopnysklep.com.pl/olej-cbd/kapsulki-konopne-15-cbd-1500mg.html,399,1,0,0,1,6,Olej CBD,KAPSUŁKI KONOPNE 15% CBD 1500MG,1 opakowanie surowego olejku konopnego w kapsułkach zawiera 15% CBD (1500mg CBD),https://konopnysklep.com.pl/2314-large_default/kapsulki-konopne-15-cbd-1500mg.jpg,Zawartość CBDA | Zawartość CBD | Producent,Nie | 15% | Endoca
196,https://konopnysklep.com.pl/wsparcie-terapii/krople-toda-heartofgold-formula-by-toda-60-ml.html,229,1,0,0,1,15,Wsparcie Terapii,Krople TODA - HEARTofGOLD Formula by TODA™ - 60 ml,Krople TODA - HEARTofGOLD Formula by TODA™ - 60 ml,https://konopnysklep.com.pl/438-large_default/krople-toda-heartofgold-formula-by-toda-60-ml.jpg,,
197,https://konopnysklep.com.pl/wsparcie-terapii/krople-toda-heartofgold-formula-by-toda-120-ml.html,379,1,0,0,1,1,Wsparcie Terapii,Krople TODA - HEARTofGOLD Formula by TODA™ - 120 ml,Krople TODA - HEARTofGOLD Formula by TODA™ - 120 ml,https://konopnysklep.com.pl/439-large_default/krople-toda-heartofgold-formula-by-toda-120-ml.jpg,,
205,https://konopnysklep.com.pl/kosmetyki/pomadka-do-ust-cbd-20mg.html,30,1,0,0,1,824,Kosmetyki konopne,"POMADKA DO UST 20mg CBD 4,5g","Pomadka do ust CBD 20mg

Balsam do ust Endoca jest w 100% naturalny i zawiera aż 20mg CBD.",https://konopnysklep.com.pl/6536-large_default/pomadka-do-ust-cbd-20mg.jpg,Producent,Endoca
213,https://konopnysklep.com.pl/zestawy/zestaw-na-atopowe-zapalenie-skory-i-luszczyce-.html,127.5,1,0,0,1,962,Kosmetyki konopne/Zestawy kosmetyków konopnych,ZESTAW NA ATOPOWE ZAPALENIE SKÓRY I ŁUSZCZYCE,Zestaw konopny Atopos mleko do ciała+Atopos kuracja do włosów+Atopos krem na AZS i łuszczyce. Wszystkie produkty w jednym miejscu idealne jako prezent.,https://konopnysklep.com.pl/570-large_default/zestaw-na-atopowe-zapalenie-skory-i-luszczyce-.jpg,Producent,Cannaderm
214,https://konopnysklep.com.pl/zestawy/zestaw-na-wypadanie-wlosow.html,102,1,0,0,1,942,Kosmetyki konopne/Zestawy kosmetyków konopnych,ZESTAW NA WYPADANIE WŁOSÓW,Zestaw konopny capillus serum do włosów z kofeiną+capillus szampon przeciw wypadaniu włosów. Bardzo mocny i skuteczny zestaw dla najbardziej wymagających osób.,https://konopnysklep.com.pl/571-large_default/zestaw-na-wypadanie-wlosow.jpg,Producent,Cannaderm
215,https://konopnysklep.com.pl/zestawy/zestaw-na-bole-miesni-obrzeki-oraz-zylaki.html,118,1,0,0,1,971,Kosmetyki konopne/Zestawy kosmetyków konopnych,"ZESTAW NA BÓLE MIĘŚNI, OBRZĘKI ORAZ ŻYLAKI",Zestaw konopny thermolka extra+mentholka żel+venosil żel na obrzęki nóg. Taki zestaw pozwoli Ci na zebranie najlepszych produktów konopnych na rynku.,https://konopnysklep.com.pl/572-large_default/zestaw-na-bole-miesni-obrzeki-oraz-zylaki.jpg,Producent,Cannaderm
217,https://konopnysklep.com.pl/olej-cbg/olej-konopny-cbg-5.html,119,1,0,0,1,131,OLEJ CBG,OLEJEK KONOPNY 5% CBG 10ML 500MG,"OLEJEK KONOPNY 5% CBG 10ML

Zawartość CBG wynosi 5%(500mg), pojemność butelki 10ml.

Krople CBG to najczystsze i najsilniejsze organiczne olejki CBG. Ekstrakcja CO2 gwarantuje najwyższą i nieskazitelną jakość produktu.

Oryginalny i certyfikowany preparat.",https://konopnysklep.com.pl/983-large_default/olej-konopny-cbg-5.jpg,Producent,Konopnysklep
222,https://konopnysklep.com.pl/olej-cbd/gumy-do-zucia-cbd-150mg.html,35,1,0,0,1,19,Olej CBD,Gumy do żucia CBD 100mg,Gumy do żucia CBD 100mg - 10 sztuk,https://konopnysklep.com.pl/4052-large_default/gumy-do-zucia-cbd-150mg.jpg,Producent,Endoca
223,https://konopnysklep.com.pl/kosmetyki/atopos-mleko-do-ciala.html,45,1,0,0,1,885,Kosmetyki konopne,ATOPOS MLEKO DO CIAŁA,ATOPOS MLEKO DO CIAŁA. Mleczko do ciała Cannaderm,https://konopnysklep.com.pl/612-large_default/atopos-mleko-do-ciala.jpg,Producent,Cannaderm
224,https://konopnysklep.com.pl/kosmetyki/capillus-szampon-na-problemy-lojotokowe.html,44,1,0,0,1,791,Kosmetyki konopne,Capillus Szampon na problemy łojotokowe,Capillus Szampon na problemy łojotokowe. Konopny szampon Cannaderm.,https://konopnysklep.com.pl/623-large_default/capillus-szampon-na-problemy-lojotokowe.jpg,Producent,Cannaderm
236,https://konopnysklep.com.pl/waporyzatory/volcano-vaporizer-classic-easy-valve.html,1299,1,0,0,1,968,Waporyzatory,VOLCANO VAPORIZER CLASSIC EASY VALVE Storz & Bickel,"Volcano Classic to jeden z najpopularniejszych waporyzatorów na rynku od ostatniej dekady. Niemiecka marka Storz &amp; Bickel znana jest z wysokiej jakości, opatentowanej konstrukcji oraz wyjątkowej jakość produkowanej pary.",https://konopnysklep.com.pl/659-large_default/volcano-vaporizer-classic-easy-valve.jpg,Producent,StorzBickel
243,https://konopnysklep.com.pl/kosmetyki-z-cbd/balsam-konopny-cannabios-z-kwasem-salicylowym-.html,57,1,0,0,1,972,Kosmetyki konopne/Balsamy konopny,Balsam konopny Cannabios Z kwasem salicylowym 50ml,Skuteczny balsam konopny BIO z dodatkiem kwasu salicylowego dla pielęgnacji skóry.,https://konopnysklep.com.pl/669-large_default/balsam-konopny-cannabios-z-kwasem-salicylowym-.jpg,Producent,Cannabios
245,https://konopnysklep.com.pl/kosmetyki-z-cbd/balsam-konopny-cannabios-tattoo.html,57,1,0,0,1,985,Kosmetyki konopne/Balsamy konopny,Balsam konopny Cannabios TATTOO 50ml,Skuteczny balsam konopny BIO neutralny do tatuaży.,https://konopnysklep.com.pl/672-large_default/balsam-konopny-cannabios-tattoo.jpg,Producent,Cannabios
249,https://konopnysklep.com.pl/kosmetyki-z-cbd/olejek-do-masazu-cannabios-x-oil-lemon-plus-100ml.html,65,1,0,0,1,1,Kosmetyki konopne,Olejek do masażu Cannabios X-oil LEMON PLUS 100ml,"X-olej konopny BIO do masażu i pielęgnacji - odżywia, regeneruje i chroni skórę - olejek konopny z dodatkiem oleju cytrynowego.",https://konopnysklep.com.pl/677-large_default/olejek-do-masazu-cannabios-x-oil-lemon-plus-100ml.jpg,Producent,Cannabios
274,https://konopnysklep.com.pl/ksiazki/kannabidiol-leczy-bogdan-jot.html,38,1,0,0,1,2,Wsparcie Terapii/Książki,Kannabidiol Leczy - Bogdan Jot,Kannabidiol Leczy - Bogdan Jot,https://konopnysklep.com.pl/766-large_default/kannabidiol-leczy-bogdan-jot.jpg,,
276,https://konopnysklep.com.pl/olej-cbg/olejek-konopny-15-cbg-10ml-1500mg.html,329,1,0,0,1,90,OLEJ CBG,OLEJEK KONOPNY 15% CBG 10ML 1500MG,"OLEJEK KONOPNY 15% CBG 10ML

Zawartość CBG wynosi 15%(1500mg), pojemność butelki 10ml.

Krople CBG to najczystsze i najsilniejsze organiczne olejki CBG. Ekstrakcja CO2 gwarantuje najwyższą i nieskazitelną jakość produktu.

Oryginalny i certyfikowany preparat.",https://konopnysklep.com.pl/796-large_default/olejek-konopny-15-cbg-10ml-1500mg.jpg,Producent,Konopnysklep
277,https://konopnysklep.com.pl/olej-z-konopi-cbdcbg/pasta-konopna-raw-20-olej-cbg-15.html,799,1,0,0,1,994,Olej CBD/Olej z konopi CBD+CBG,PASTA KONOPNA RAW 20% + Olej CBG 15%,"Surowa pasta konopna RAW 20% CBD+CBDA 10G wraz z olejkiem CBG 15%

Oryginalny i certyfikowany preparat.

Efekt synergii fitokannabinoidów

Certyfikat GMP",https://konopnysklep.com.pl/821-large_default/pasta-konopna-raw-20-olej-cbg-15.jpg,Producent,Konopnysklep
278,https://konopnysklep.com.pl/olej-z-konopi-cbdcbg/pasta-konopna-raw-30-olej-cbg-15.html,999,1,0,0,1,988,Olej CBD/Olej z konopi CBD+CBG,PASTA KONOPNA RAW 30% + Olej CBG 15%,"Surowa pasta konopna RAW 30% CBD+CBDA 10G wraz z olejkiem CBG 15%

Oryginalny i certyfikowany preparat.

Efekt synergii fitokannabinoidów

Certyfikat GMP",https://konopnysklep.com.pl/823-large_default/pasta-konopna-raw-30-olej-cbg-15.jpg,Producent,Konopnysklep
280,https://konopnysklep.com.pl/olej-z-konopi-cbdcbg/olejek-konopny-raw-15-olej-cbg-15.html,599,1,0,0,1,932,Olej CBD/Olej z konopi CBD+CBG,Olejek konopny RAW 15% + Olej CBG 15%,"Surowy olejek konopny RAW 15% CBD+CBDA wraz z olejkiem CBG 15%

Oryginalny i certyfikowany preparat.

Efekt synergii fitokannabinoidów

Certyfikat GMP",https://konopnysklep.com.pl/825-large_default/olejek-konopny-raw-15-olej-cbg-15.jpg,Producent,Konopnysklep
